Name,RecipeIngredientParts,Calories,FatContent,CarbohydrateContent,ProteinContent
Elderflower Champagne,"c(""elderflower heads"", ""water"", ""boiling water"", ""granulated sugar"", ""lemons"", ""white wine vinegar"")",2681.8,0.5,695.9,1.9
Crafty Crescent Lasagna,"c(""sausage"", ""beef"", ""onion"", ""tomato paste"", ""garlic"", ""parsley flakes"", ""basil"", ""oregano"", ""salt"", ""pepper"", ""cream-style cottage cheese"", ""egg"", ""parmesan cheese"", ""mozzarella cheese"", ""milk"", ""sesame seeds"")",771.6,51.2,50.1,27.4
Cranberry Bread,"c(""flour"", ""baking powder"", ""baking soda"", ""salt"", ""sugar"", ""egg"", ""raw cranberries"")",266.9,8.4,44.5,4.6
Awesome Apple Bread,"c(""eggs"", ""sugar"", ""vanilla"", ""apples"", ""flour"", ""cinnamon"", ""baking soda"", ""salt"", ""walnuts"")",2634.1,118.3,370.8,29.3
Cucumber Salad with Spicy Wasabi Dressing,"c(""dry wasabi"", ""cucumbers"", ""distilled white vinegar"", ""sugar"", ""green onions"", ""scallions"", ""black sesame seeds"", ""sesame seeds"")",55.8,2.4,8.6,1.5
Cucumbers with Lime-Chile Dressing,"c(""kirby cucumber"", ""green onions"", ""tomato sauce"", ""lime juice"", ""lime juice"", ""low sodium soy sauce"", ""sugar"", ""ginger"")",27.0,0.2,6.5,1.1
Curried Beef Loaf,"c(""milk"", ""beef"", ""pork"", ""onion"", ""garlic"", ""curry powder"", ""salt"", ""fresh parsley"", ""eggs"", ""pepper"")",937.3,87.7,10.4,25.4
Curried Chicken Muffins,"c(""onions"", ""chicken thigh fillets"", ""curry paste"", ""self raising flour"", ""eggs"", ""lemon juice"", ""fresh coriander leaves"")",244.3,13.8,22.1,7.9
Curried Crab in Endive Spears,"c(""mayonnaise"", ""celery"", ""onions"", ""curry powder"", ""Belgian endive"", ""fresh cilantro"")",24.8,1.0,3.6,1.1
B.c. Cherry and Raspberry Preserves,"c(""bing cherries"", ""raspberries"", ""granulated sugar"", ""fresh lemon juice"")",950.0,2.0,241.3,5.4
Dijon Pesto Steak,"c(""fresh basil"", ""parsley"", ""walnuts"", ""Grey Poupon Dijon Mustard"", ""garlic"", ""top round steaks"")",367.0,24.3,2.7,33.7
Dill Pickle Soup,"c(""sour dill pickle"", ""onion"", ""garlic"", ""carrot"", ""butter"", ""flour"", ""fresh dill"", ""dried dill"", ""heavy cream"", ""lemon juice"", ""sour cream"")",1675.1,157.9,58.6,15.8
Dinner Rolls,"c(""milk"", ""unsalted butter"", ""sugar"", ""dried yeast"", ""fresh yeast"", ""eggs"", ""salt"", ""white flour"")",175.2,4.4,28.3,5.0
Dried Fruit Roll-Ups,"c(""nectarines"", ""plums"", ""sugar"")",215.2,0.7,54.2,2.1
Drunken Chicken Marinade,"c(""sage"", ""coarse black pepper"", ""hard apple cider"", ""soy sauce"")",222.0,4.9,42.4,15.4
Crawfish or Shrimp Cocktail,"c(""crawfish"", ""shrimp"", ""Heinz Chili Sauce"", ""catsup"", ""horseradish"", ""Lea & Perrins Worcestershire Sauce"", ""salt"", ""lemon juice"", ""lime juice"", ""parsley"")",169.3,3.1,34.3,4.9
Aunt Kay's Pork Chops Casserole,"c(""baby green peas"", ""potatoes"", ""onion"", ""margarine"")",877.3,30.4,93.4,55.3
Crisp Skin Chicken,"c(""chicken"", ""vinegar"", ""soy sauce"", ""honey"", ""dry sherry"", ""golden syrup"", ""flour"", ""salt"")",481.8,28.7,14.1,36.8
Crispy Chicken Livers on Garlic Potato Mash,"c(""potatoes"", ""garlic cloves"", ""butter"", ""oregano"", ""chicken livers"", ""egg"", ""butter"", ""cumin"", ""ginger"")",452.7,17.9,47.3,25.3
Crock Pot Lasagna,"c(""lean ground beef"", ""onion"", ""tomatoes"", ""tomato sauce"", ""cream-style cottage cheese"", ""mozzarella cheese"", ""granulated sugar"", ""parsley flakes"", ""dried oregano"", ""garlic powder"", ""dried basil"", ""salt"", ""pepper"")",787.4,33.2,59.5,62.7
Crock Pot Potatoes,"c(""garlic cloves"", ""salt"", ""potatoes"", ""cream cheese"")",536.9,20.2,78.5,13.2
Croissant Bread Pudding with Brandy Cream Sauce,"c(""raisins"", ""eggs"", ""sugar"", ""milk"", ""brandy"", ""butter"", ""cinnamon"", ""nutmeg"", ""vanilla"", ""salt"", ""butter"")",648.9,36.0,72.9,9.8
Crumpets,"c(""flour"", ""baking powder"", ""salt"", ""sugar"", ""water"", ""compressed yeast"")",78.1,0.2,16.6,2.2
Crusty Beef Casserole,"c(""flour"", ""sugar"", ""salt"", ""dry mustard"", ""baking soda"", ""Worcestershire sauce"", ""vinegar"", ""tomato juice"", ""water"", ""butter"", ""garlic"", ""chives"", ""garlic"", ""parsley"")",832.5,20.5,104.0,56.4
Crusty Bread From Cuba,"c(""flour"", ""water"", ""salt"", ""sugar"", ""cornflour"")",1427.3,4.2,299.5,40.7
Cucumber Pan Rolls,"c(""cucumber"", ""low-fat sour cream"", ""water"", ""sugar"", ""salt"", ""all-purpose flour"", ""active dry yeast"", ""fresh chives"", ""fresh dill"")",165.7,1.7,32.5,4.8
Homemade Cucumber Relish,"c(""cucumbers"", ""celery"", ""onions"", ""red bell peppers"", ""canning salt"", ""water"", ""vinegar"", ""sugar"", ""mustard seeds"", ""celery seeds"")",294.1,0.5,69.3,1.6
Cucumber-Avocado Dip,"c(""tomatoes"", ""cucumbers"", ""sour cream"", ""avocado"")",1418.4,126.8,63.5,23.6
Cucumbers and Onions in Sour Cream,"c(""cucumber"", ""green onions"", ""salt"", ""sugar"", ""sour cream"", ""vinegar"", ""white pepper"")",278.0,12.4,40.8,4.3
Curried Carrot Bisque,"c(""butter"", ""carrot"", ""leeks"", ""fresh ginger"", ""garlic"", ""curry powder"", ""curry paste"", ""carrot"")",273.1,14.8,28.3,8.5
Curried Chicken II,"c(""boiling water"", ""chicken"", ""butter"", ""onion"", ""curry powder"", ""clove"", ""cinnamon"", ""salt"")",373.9,27.8,8.6,22.1
Cream Cheese Biscuits,"c(""flour"", ""salt"", ""butter"", ""cream cheese"")",130.0,10.2,8.2,1.6
Cream Cheese Chicken Lasagna,"c(""cottage cheese"", ""cream cheese"", ""milk"", ""poultry seasoning"", ""ripe olives"", ""onion"", ""green pepper"", ""chicken"", ""sharp cheddar cheese"")",574.7,26.2,64.0,21.0
Cream Scones,"c(""flour"", ""salt"", ""baking powder"", ""sugar"", ""butter"", ""eggs"", ""heavy cream"", ""raisins"", ""water"")",294.5,17.5,28.3,6.1
Creamed Beetroot,"c(""butter"", ""onion"", ""flour"", ""milk"", ""mixed herbs"", ""beetroots"", ""tart dessert apple"")",835.7,41.5,104.2,20.9
Creamy Smoked Salmon & Dijon Pasta,"c(""butter"", ""shallots"", ""garlic"", ""smoked salmon"", ""green onions"", ""sour cream"", ""light sour cream"", ""Dijon mustard"", ""white pepper"")",438.6,20.3,44.1,20.1
Creamy Vegetable Curry with Rice,"c(""long-grain rice"", ""salt"", ""onion"", ""curry powder"", ""coconut milk"", ""broccoli"", ""carrot"", ""pumpkin"")",1763.4,65.3,270.2,32.0
Crisp Flatbread,"c(""fresh compressed yeast"", ""water"", ""salt"", ""4 grain bread flour"")",107.0,0.5,23.1,3.3
Crisp Lemon Chicken,"c(""cornflour"", ""water"", ""chicken tenderloins"", ""spring onion"", ""cornflour"", ""lemon juice"", ""lemon, rind of"", ""ginger"", ""brown sugar"")",236.4,6.5,20.8,23.2
Crispy Potato Wedges,"c(""russet potatoes"", ""black pepper"", ""salt"", ""garlic cloves"", ""reduced sodium ketchup"")",777.6,14.4,149.2,17.3
Crock Pot Curried Carrots,"c(""carrots"", ""mild curry powder"", ""brown sugar"", ""butter"")",493.4,35.8,44.0,4.3
Crock Pot Sweet and Sour Chicken,"c(""celery"", ""green pepper"", ""onion"", ""tapioca"", ""chicken breasts"", ""pineapple chunks"", ""dark brown sugar"", ""light brown sugar"", ""soy sauce"", ""light soy sauce"", ""garlic cloves"", ""ginger"")",477.3,13.7,55.9,33.3
Austrian Sweet Cheese Crepes Baked in Custard,"c(""dried currant"", ""boiling water"", ""cream cheese"", ""eggs"", ""lemon, zest of"", ""vanilla"", ""granulated sugar"", ""eggs"", ""granulated sugar"", ""milk"", ""confectioners' sugar"")",119.1,7.5,10.8,2.9
Crunchy Pretzel Drops No-Bake Cookies,"c(""light corn syrup"", ""milk"", ""butter"", ""vanilla"")",106.3,3.4,17.9,1.4
Crunchy Oven Fried Fish,"c(""all-purpose flour"", ""lemon pepper"", ""cornmeal"", ""lemons, rind of"", ""dried basil"")",206.6,1.7,16.9,29.1
Crusty Garlic Bread,"c(""garlic cloves"", ""olive oil"", ""fresh parsley"", ""fresh thyme"", ""dried thyme"", ""fresh marjoram"", ""dried marjoram"", ""paprika"", ""parmesan cheese"")",71.8,1.7,11.8,2.1
Cream of Chicken Soup With Wild Rice,"c(""wild rice"", ""fryer chickens"", ""water"", ""mushrooms"", ""onion"", ""celery"", ""instant chicken bouillon granules"", ""white pepper"", ""butter"", ""all-purpose flour"", ""milk"", ""dry sherry"")",610.0,31.8,42.6,35.2
Cream Puff Paste,"c(""all-purpose flour"", ""water"", ""sweet unsalted butter"", ""salt"", ""eggs"", ""egg"")",1626.3,117.1,97.3,45.3
Creamed Tuna,"c(""tuna"", ""milk"", ""pimientos"")",292.2,15.1,12.4,25.8
Creamy Mushroom and Onion Rotini,"c(""rotini pasta"", ""bacon"", ""garlic"", ""cooking onion"", ""mushroom"", ""dried thyme leaves"", ""salt"", ""pepper"", ""dry white wine"", ""fresh parsley"")",365.7,8.1,58.8,13.2
Auntie Bettys Double Chocolate Cheesecake,"c(""butter"", ""cream cheese"", ""sugar"", ""eggs"", ""vanilla extract"", ""sour cream"", ""sugar"", ""vanilla"")",921.2,70.0,67.9,14.4
Creme Brulee,"c(""heavy cream"", ""vanilla bean"", ""sugar"", ""eggs"", ""dark brown sugar"", ""fresh raspberry"", ""vanilla bean"", ""baking chocolate"", ""pecans"", ""brazil nut"", ""coffee beans"", ""bananas"", ""butter"", ""brandy"", ""brown sugar"")",573.3,48.5,30.0,6.8
Green and Gold Chowder,"c(""milk"", ""bay leaf"", ""butter"", ""flour"", ""onions"", ""frozen green beans"")",1328.5,60.7,53.8,138.3
Tortilla Peach Cobbler,"c(""sugar"", ""cornstarch"", ""candied ginger"", ""white flour tortillas"", ""wheat flour tortillas"", ""sugar"")",232.6,2.1,52.6,2.9
"Tricolor Crustless ""Quiche""","c(""spinach"", ""carrots"", ""potatoes"", ""low-fat cream cheese"", ""cream cheese"", ""swiss cheese"", ""all-purpose flour"", ""milk"", ""eggs"", ""white pepper"", ""hot paprika"")",508.2,27.0,46.6,21.3
Twice Baked Potatoes II,"c(""potatoes"", ""milk"", ""margarine"", ""cheddar cheese"")",120.3,3.7,18.9,3.5
No Bake Chocolate Cookies,"c(""rolled oats"", ""sugar"", ""milk"", ""butter"", ""margarine"", ""vanilla essence"", ""salt"")",2522.8,136.6,265.6,72.9
Unusual Chicken,"c(""chicken piece"", ""chili powder"", ""ginger"", ""salt"", ""garam masala"", ""soy sauce"", ""plain yogurt"", ""curry leaf"", ""ginger"", ""garlic"", ""green chili"", ""spring onion"", ""coriander leaves"")",0.0,0.0,0.0,0.0
Vegetarian Baked Stuffed Red Bell Peppers,"c(""long-grain rice"", ""salt"", ""sweet peppers"", ""butter"", ""margarine"", ""onion"", ""celery"", ""sunflower seeds"", ""parsley"", ""eggs"", ""dried oregano leaves"", ""black pepper"", ""sharp cheddar cheese"")",423.6,25.5,36.1,14.3
Chili With Biscuits,"c(""garbanzo beans"", ""kidney beans"", ""celery"", ""onion"", ""apple cider"", ""low sodium chicken broth"", ""chili powder"", ""garlic"", ""dried oregano"", ""pepper"", ""nonfat cheddar cheese"", ""all-purpose flour"", ""whole wheat flour"", ""baking powder"", ""salt"", ""skim milk"", ""low-fat sour cream"")",200.2,2.4,37.0,8.8
Vidalia Onion Casserole,"c(""butter"", ""herb stuffing mix"", ""butter"", ""eggs"", ""milk"", ""cheddar cheese"")",354.4,28.5,14.7,11.2
Lemon Whipped Cream,"c(""heavy cream"", ""sugar"", ""lemon juice"", ""lemons, zest of"")",21.5,1.8,1.3,0.1
Whole Grain Buttermilk Pancakes,"c(""whole wheat flour"", ""cornmeal"", ""brown sugar"", ""baking powder"", ""baking soda"", ""salt"", ""buttermilk"", ""eggs"")",61.5,2.0,8.9,3.0
Yolkless Noodles,"c(""all-purpose flour"", ""salt"", ""water"", ""olive oil"", ""all-purpose flour"")",138.2,1.5,26.1,4.4
Yorkshire Pudding Popovers,"c(""plain flour"", ""egg"", ""milk"", ""salt"")",239.7,8.3,27.1,12.9
Zesty Fried Chicken,"c(""cornmeal"", ""paprika"", ""salt"", ""garlic powder"", ""pepper"", ""cumin"", ""boneless skinless chicken breast halves"")",152.4,3.3,3.8,25.6
Zucchini Lasagna (Lasagne) - Low Carb,"c(""zucchini"", ""lean ground beef"", ""onion"", ""tomatoes"", ""tomato paste"", ""garlic clove"", ""dried oregano"", ""dried basil"", ""dried thyme"", ""water"", ""pepper"", ""egg"", ""low fat cottage cheese"", ""mozzarella cheese"", ""flour"")",261.1,11.6,16.1,24.5
Zucchini Squash With Parmesan,"c(""zucchini"", ""margarine"", ""onion"", ""parmesan cheese"")",101.4,6.7,4.9,6.2
Tofu Lasagna,"c(""butter"", ""fresh mushrooms"", ""garlic cloves"", ""salt"", ""pepper"", ""wheat germ"", ""tofu"", ""parmesan cheese"", ""mozzarella cheese"", ""fresh parsley"")",350.5,16.7,34.4,16.8
Tofu Mayonnaise,"c(""silken tofu"", ""lemon juice"", ""sugar"", ""prepared mustard"", ""apple cider vinegar"", ""salt"")",47.4,4.1,1.6,1.2
Tom's Double Barrel Habanero Hot Sauces,"c(""habaneros"", ""onion"", ""garlic cloves"", ""canola oil"", ""carrot"", ""vinegar"", ""fresh lime juice"")",469.7,15.5,77.9,13.5
Tortilla Beef,"c(""garlic"", ""salt"", ""pepper"", ""limes"", ""lemon juice"", ""onion"", ""carrot"", ""marjoram"", ""beef broth"", ""tomatoes"")",1933.3,106.3,41.4,195.7
Beef Liver and Bacon 'n' Onion Sauce,"c(""bacon"", ""onion"", ""flour"", ""chicken bouillon mix"", ""milk"", ""beef liver"")",318.4,16.7,12.2,28.3
Lobster Newburg,"c(""live lobsters"", ""unsalted butter"", ""medium-dry sherry"", ""medium-dry sherry"", ""brandy"", ""brandy"", ""heavy cream"", ""nutmeg"", ""cayenne pepper"")",409.6,33.4,3.3,17.2
Lots of Berries Pie,"c(""sugar"", ""salt"", ""cornstarch"", ""cinnamon"", ""blueberries"", ""strawberry"", ""blackberry"", ""red raspberries"", ""water"", ""lemon juice"", ""butter"", ""margarine"")",394.3,18.1,56.3,3.4
Low-Fat Strawberry Butter,"c(""strawberry"", ""apple cider"", ""honey"", ""vanilla"", ""cinnamon"")",135.9,0.5,34.9,1.1
BBQ Ranchero Chicken Salad,"c(""boneless skinless chicken breast halves"", ""barbecue sauce"", ""tomatoes"", ""red bell pepper"", ""whole kernel corn"", ""canned black beans"", ""ripe olives"", ""green onions"", ""chili powder"", ""cumin"")",301.7,6.0,34.6,28.6
Low-Fat Blueberry Grunt,"c(""blueberries"", ""light brown sugar"", ""unbleached flour"", ""whole wheat pastry flour"", ""baking powder"", ""salt"", ""cinnamon"", ""nutmeg"", ""milk"")",243.3,1.4,56.1,3.9
Low-Fat Cauliflower Tomato Casserole,"c(""cauliflower floret"", ""tomatoes"", ""salt"", ""pepper"", ""parmesan cheese"", ""swiss cheese"", ""unsalted butter"")",130.9,5.4,15.8,7.0
Low-Fat Cauliflower with Bacon,"c(""cauliflower floret"", ""bacon"", ""scallions"")",75.6,5.2,5.2,3.1
Low-Fat Fudge Bars,"c(""unbleached flour"", ""cocoa powder"", ""sugar"", ""salt"", ""sweet potato"", ""vanilla extract"", ""pecans"")",74.3,0.4,17.7,1.7
Indian Spiced Chicken,"c(""garlic"", ""water"", ""paprika"", ""ginger"", ""cumin"", ""nutmeg"", ""turmeric"", ""cayenne pepper"", ""lemon juice"", ""skinless chicken breasts"", ""lemon wedges"")",302.5,8.7,3.0,50.6
Low-Fat Potatoes Romanoff,"c(""potatoes"", ""butter"", ""low-fat sour cream"", ""green onions"", ""low-fat cheddar cheese"", ""salt"", ""pepper"", ""paprika"")",224.7,8.6,27.7,10.0
Lasagna Pinwheels,"c(""turkey"", ""chicken"", ""part-skim ricotta cheese"", ""part-skim mozzarella cheese"", ""parmesan cheese"", ""egg substitute"", ""fresh parsley"")",302.3,12.8,21.0,24.6
Baked Red Onions,"c(""red onions"", ""lemon"", ""olive oil"", ""raisins"", ""port wine"", ""cider vinegar"", ""brown sugar"", ""pepper"")",160.2,9.1,17.7,1.1
Lemon Cake,"c(""eggs"", ""canola oil"", ""water"", ""confectioners' sugar"", ""lemon juice"")",506.8,22.4,72.3,5.5
Lemonade Cake,"c(""water"", ""eggs"", ""sugar"")",5926.7,245.7,901.6,55.5
Hot Fudge Pudding Cake,"c(""buttermilk baking mix"", ""sugar"", ""milk"", ""vanilla"", ""water"")",252.4,5.0,52.2,3.8
Iced Coffee II,character(0),241.0,0.5,41.1,12.2
Irish Beef Stew With Guinness Stout,"c(""olive oil"", ""bay leaves"", ""beef stew meat"", ""yellow onion"", ""garlic cloves"", ""dried thyme"", ""dried rosemary"", ""all-purpose flour"", ""parsley"", ""carrot"")",562.7,17.3,25.8,53.0
Irresistible Peanut Butter Cookies,"c(""shortening"", ""creamy peanut butter"", ""brown sugar"", ""milk"", ""vanilla"", ""egg"", ""all-purpose flour"", ""salt"", ""baking soda"")",111.8,5.8,13.3,2.2
Healthy Pie Crust,"c(""flour"", ""salt"", ""canola oil"", ""skim milk"")",1231.1,74.7,121.5,17.8
Heloise's Cake Mix Cookies,"""eggs""",137.4,7.3,16.7,1.5
3 Berry Shakes,"c(""frozen strawberries"", ""skim milk"", ""blueberries"")",149.4,0.4,34.0,3.7
Baked Fish with Lemon & Black Pepper,"c(""salt"", ""turmeric"", ""cumin powder"", ""fresh black pepper"", ""garlic"", ""lemon juice"")",132.4,2.2,0.7,26.0
Gypsy Tart,"c(""evaporated milk"", ""dark muscovado sugar"")",479.7,16.6,77.8,6.7
Hamantaschen-Cookies (Haman's Hats),"c(""eggs"", ""sugar"", ""orange zest"", ""margarine"", ""butter"", ""all-purpose flour"", ""unbleached flour"", ""prune filling"")",89.8,4.3,11.2,1.6
Best Hamburger Diane,"c(""salt"", ""pepper"", ""butter"", ""prepared mustard"", ""lemon juice"", ""Worcestershire sauce"")",458.6,38.1,1.2,26.3
Hobo Bread,"c(""raisins"", ""water"", ""baking soda"", ""flour"", ""brown sugar"", ""salt"", ""vanilla"")",1219.4,19.4,250.0,19.9
Homemade Mayonnaise,"c(""egg"", ""fresh lemon juice"", ""olive oil"", ""black pepper"", ""salt"")",1589.8,176.8,1.5,5.1
Homemade Pop-Tarts,character(0),0.0,0.0,0.0,0.0
Hot Cocoa Mix,"c(""dry milk"", ""powdered sugar"")",235.5,9.9,30.4,8.2
Hot Fruit Casserole,"c(""pineapple chunks"", ""queen anne cherries"", ""butter"", ""brown sugar"", ""cornstarch"", ""curry powder"")",2191.0,73.9,398.3,15.2
Japanese Chicken Karaage (Fried Chicken),"c(""chicken leg meat"", ""salt"", ""Japanese sake"", ""flour"", ""curry powder"", ""garlic powder"", ""black pepper"", ""paprika"")",139.3,3.4,8.3,17.0
Keftedakia,"c(""olive oil"", ""onion"", ""turkey"", ""egg"", ""dried mint flakes"", ""garlic"", ""oregano"", ""salt"", ""black pepper"", ""all-purpose flour"")",559.7,34.7,31.3,29.1
Kentucky Biscuits,"c(""flour"", ""salt"", ""sugar"", ""baking powder"", ""milk"", ""vegetable shortening"")",160.7,8.4,18.5,2.8
Lentil-Bulghur Salad,"c(""French lentils"", ""water"", ""Bulgar wheat"", ""walnut pieces"", ""extra virgin olive oil"", ""lemon juice"", ""garlic-flavored red wine vinegar"", ""garlic clove"", ""salt"", ""black pepper"", ""red bell pepper"", ""green bell pepper"", ""red onion"", ""celery"", ""radishes"", ""cucumber"", ""parsley"")",357.9,22.4,31.2,11.9
3 Step Cheesecake,"c(""cream cheese"", ""sugar"", ""vanilla"", ""eggs"", ""graham cracker crumb crust"", ""sour cream"", ""strawberries"")",3656.6,245.8,317.5,62.2
Bananas Flambe,"c(""bananas"", ""butter"", ""brown sugar"", ""dark rum"", ""light rum"")",183.1,0.4,47.1,1.3
Mai Tai Dessert,"c(""ladyfingers"", ""gelatin"", ""pineapple"", ""sugar"", ""salt"", ""milk"", ""lime juice"", ""white rum"", ""pineapple"", ""sugar"", ""heavy cream"")",3820.3,153.9,469.9,96.8
Manifold Roast (Car-b-que),character(0),2313.4,177.5,0.0,166.8
Maple Baked Pork and Beans,"c(""navy beans"", ""salt pork"", ""ketchup"", ""pure maple syrup"", ""dark brown sugar"", ""Dijon mustard"", ""cayenne pepper"", ""cloves"", ""boiling water"")",652.3,46.4,50.3,10.1
Maple Walnut Fudge,"c(""butter"", ""margarine"", ""Carnation Evaporated Milk"", ""granulated sugar"", ""salt"", ""miniature marshmallows"", ""walnuts"", ""walnuts"")",82.8,3.7,12.2,0.8
Maryland White Potato Pie,"c(""potatoes"", ""butter"", ""sugar"", ""baking powder"", ""salt"", ""milk"", ""lemons, rind of"", ""lemon juice"", ""vanilla"", ""nutmeg"", ""eggs"")",2992.7,191.7,288.9,41.6
Mexican Hamburgers,"c(""beef"", ""green chilies"", ""onion"")",800.1,80.5,9.3,10.1
Barbecue Chicken,"c(""chicken pieces"", ""onion"", ""tomato sauce"", ""nonfat plain yogurt"", ""fresh ginger"", ""garlic"", ""cayenne pepper"", ""cloves"", ""cumin seed"", ""cardamom pods"", ""salt"", ""garam masala"")",216.1,14.0,3.4,18.3
Microwaved Garlic Mushroom Rolls,"c(""butter"", ""garlic"", ""button mushroom"", ""lemon juice"", ""pepper"", ""parsley"")",1188.6,57.5,138.2,37.8
Minestrone,"c(""olive oil"", ""garlic"", ""onion"", ""head of cabbage"", ""zucchini"", ""carrots"", ""celery"", ""whole tomatoes"", ""garbanzo beans"", ""kidney bean"", ""spinach"", ""chicken broth"", ""tomato juice"", ""dry white wine"", ""dried basil leaves"", ""oregano"", ""pepper"", ""pasta"", ""parmesan cheese"")",225.8,2.9,38.5,10.3
Mixed Onion Soup in Sourdough Bread Bowls,"c(""butter"", ""leeks"", ""red onions"", ""shallot"", ""all-purpose flour"", ""garlic"", ""dry sherry"", ""low sodium chicken broth"", ""fresh thyme"", ""fresh rosemary"")",808.9,28.0,59.1,15.1
Mock Apple Pie,"c(""granulated sugar"", ""water"", ""cream of tartar"", ""butter"", ""cinnamon"")",325.6,11.1,55.5,2.2
Ritz Mock Apple Pie II,"c(""water"", ""cream of tartar"", ""lemon, rind of"", ""sugar"", ""lemon juice"", ""butter"", ""margarine"", ""cinnamon"")",510.8,14.6,93.9,3.3
Ritz Mock Apple Pie IIi,"c(""water"", ""sugar"", ""cream of tartar"", ""butter"", ""cinnamon"")",1622.4,23.0,358.1,6.1
Mohawk Indian Corn,"c(""whole kernel corn"", ""black walnuts"", ""butter"")",535.5,36.0,47.5,19.6
Momma's Fair Funnel Cake,"c(""eggs"", ""sugar"", ""milk"", ""flour"", ""salt"", ""baking powder"")",398.9,6.1,71.0,13.7
Barbecued Chicken,"c(""water"", ""vinegar"", ""catsup"", ""Worcestershire sauce"", ""dry mustard"", ""onions"", ""black pepper"", ""roasting chickens"")",537.4,39.9,10.9,32.4
Mushroom Risotto Patties,"c(""onion"", ""garlic"", ""button mushrooms"", ""shiitake mushrooms"", ""butter"", ""arborio rice"", ""short-grain rice"", ""parmesan cheese"", ""flour"", ""olive oil"", ""tomatoes"", ""garlic"", ""fresh basil leaf"", ""salt"", ""fresh pepper"")",223.6,13.4,24.3,4.3
My Favorite Baked Beans,"c(""bacon"", ""onion"", ""brown sugar"", ""catsup"", ""Worcestershire sauce"", ""prepared mustard"")",198.1,3.9,36.0,8.8
Barbecued Chicken Thighs Au Vin,"c(""chicken thighs"", ""butter"", ""shallots"", ""garlic"", ""red currant jelly"", ""red wine"", ""dry mustard"", ""ginger"")",273.4,15.9,11.7,16.7
My Mom's Potato Salad,"c(""white potatoes"", ""green pepper"", ""Spanish onion"", ""eggs"", ""cucumbers"", ""Hellmanns Mayonnaise"", ""yellow mustard"", ""horseradish"")",218.3,13.7,22.1,3.3
Nancy's Italian Macaroni and Cheese,"c(""water"", ""monterey jack cheese"", ""parmesan cheese"", ""oregano"", ""sweet basil"", ""garlic powder"", ""salt"", ""onion powder"", ""elbow macaroni"")",1679.1,60.6,204.0,80.4
New Potatoes in Garlic Butter,"c(""butter"", ""garlic"", ""potatoes"")",495.5,12.0,89.3,10.5
Oat Fritters from South Africa,"c(""rolled oats"", ""bacon"", ""mushroom"", ""tomatoes"", ""egg"", ""parsley"")",313.8,17.3,25.2,15.3
Oatmeal Muffins,"c(""quick-cooking oats"", ""buttermilk"", ""egg"", ""brown sugar"", ""shortening"", ""flour"", ""salt"", ""baking powder"", ""baking soda"")",188.2,9.7,22.6,3.2
Onion Pie,"c(""onions"", ""eggs"", ""flour"", ""salt"", ""caraway seed"", ""pepper"", ""milk"")",241.9,11.7,27.0,7.5
Barbecued Turkey on a Bun,"c(""onion"", ""green pepper"", ""turkey"", ""tomato paste"", ""water"", ""dijon-style mustard"", ""garlic powder"")",276.1,8.8,29.0,21.1
Open-Face Peach Pie,"c(""flour"", ""baking powder"", ""salt"", ""sugar"", ""butter"", ""sugar"", ""cinnamon"", ""nutmeg"", ""heavy cream"")",414.0,20.9,52.6,5.7
Orange Cupcakes,"c(""butter"", ""sugar"", ""eggs"", ""flour"", ""baking powder"", ""orange, zest of"")",1804.5,103.2,197.3,26.5
Orzo / Tomato Salad with Feta and Olives,"c(""orzo pasta"", ""feta cheese"", ""fresh parsley"", ""fresh dill"", ""tomatoes"", ""green olives"", ""lemon juice"")",263.2,15.7,23.4,7.5
Outstanding Greek Salad Dressing,"c(""garlic"", ""red wine vinegar"", ""salt"", ""black pepper"", ""cayenne"", ""olive oil"", ""anchovy fillets"", ""anchovy paste"")",504.3,54.9,1.6,2.6
Oyster and Potato Surprise Cakes,"c(""bacon"", ""potatoes"", ""sour cream"", ""butter"")",2374.8,99.5,277.0,96.4
Parmesan Parsley Potatoes,"c(""baking potatoes"", ""fresh parmesan cheese"", ""all-purpose flour"", ""dried parsley"", ""salt"", ""pepper"", ""butter"", ""margarine"")",234.6,9.6,29.8,8.1
Parsley Potato Casserole,"c(""potatoes"", ""sour cream"", ""milk"", ""butter"", ""parsley"", ""butter"", ""paprika"")",798.4,48.1,83.5,12.5
Pasta E Fagioli II,"c(""cannellini beans"", ""rigatoni pasta"", ""garlic"", ""unsmoked bacon"", ""sage"", ""rosemary"", ""olive oil"")",1871.8,21.8,324.3,100.3
Basil Parmesan Biscuits,"c(""all-purpose flour"", ""whole wheat flour"", ""baking powder"", ""baking soda"", ""salt"", ""parmesan cheese"", ""parmesan cheese"", ""canola oil"", ""dried basil"", ""plain low-fat yogurt"", ""milk"")",126.2,3.6,18.7,4.9
Peachy Cobbler,"c(""whole wheat flour"", ""brown sugar"", ""cinnamon"", ""margarine"")",931.8,25.8,176.2,14.0
Pear and Ginger Strudel,"c(""butter"", ""lemon, rind of"", ""lemon juice"", ""sugar"", ""pears"", ""crystallized ginger"", ""butter"", ""ground ginger"", ""phyllo dough"")",2344.1,150.8,233.4,39.6
Jalapeno Pepper Poppers,"c(""cream cheese"", ""sharp cheddar cheese"", ""monterey jack cheese"", ""bacon"", ""salt"", ""chili powder"", ""garlic powder"")",111.4,9.2,3.2,4.3
